sample_id,linear_positive_x,linear_positive_y,linear_negative_x,linear_negative_y,quadratic_x,quadratic_y,cubic_x,cubic_y,sine_x,sine_y,circle_x,circle_y,xshape_x,xshape_y,step_x,step_y,exponential_x,exponential_y,logarithmic_x,logarithmic_y,independent_x,independent_y
0,0.4967141530112327,1.6931060243154663,-0.6751782749743815,0.3964527710100676,-0.059928049903835046,-0.04144371421086543,-0.6827148900699829,-0.23883512612806168,-1.4895908839662395,-0.9109523977326365,-0.8204239174986423,-0.34570662179344674,-0.7388779475843097,0.5541861798752131,1.30757293530236,1.2643761984319604,1.540170220584543,4.824464011557846,1.8080638368023758,0.7434741454515902,0.7939458036321722,-0.16921365816554673
1,-0.13826430117118466,0.1857882391140151,-0.14451867071551783,-0.1411551639587153,-1.6583878793491134,2.3710485079878403,-1.8311981256748062,-5.562528757134606,-0.7822652288430234,-0.5507952761823449,0.6835667189439002,0.6419340999903409,-1.7577909750349576,-3.171937766704252,-1.6955957766665506,-1.0094117081548772,0.7493070385779459,2.3223574745814486,0.3790841234157092,-0.45254284584144067,1.323760538012268,-0.04052238352693171
2,0.6476885381006925,1.3251922611614722,-0.7924199209999613,1.3780370752891005,1.8898455601116089,3.7173716785421425,-0.0148194979974412,-0.304250206487012,-0.014095926582740947,0.4245944502689976,-1.0291345344214464,-0.20956356231520998,0.7472848639691838,-0.6392384316357729,-0.6060186070159883,-0.9633516179082563,1.3952659887436352,3.5617370225947993,4.14200678090965,1.0259371872039973,0.685558363217184,1.2040011300856512
3,1.5230298564080254,2.7225913239632638,-0.3079615296390403,1.5597668879481756,0.0720417255043917,-0.5796215163830768,0.17784532859667435,-0.49830889366598247,-0.9857342821731034,-0.6425370290577531,-0.6971517477974468,0.8781168621124386,0.2713043655983358,0.31940168749680486,1.2906244908415414,0.6418698014086573,1.6911066582545748,5.46203366520261,5.868915151116919,1.7294482452860032,0.5546322006406813,-0.4569940385564593
4,-0.23415337472333597,-0.11919509263987699,-1.8936146669537857,4.06550589617445,0.45674497727604546,-0.4064912629183648,-1.326237795472339,-2.2058598827845164,-1.621653857519334,-1.0100647536842975,0.22301259227301518,-0.8209284861659565,-0.6022995492248477,0.5759649207793053,0.593695727086315,0.8493622174423068,2.9996143148224013,19.622975636640394,7.089423854715193,2.0410601951945497,-0.12652604952864957,-0.25212315877207636
5,-0.23413695694918055,-0.2715312211874863,0.21329370737293857,-1.094328199295823,-1.0535608691699707,1.3317446534566546,1.0418584251042668,0.2343668009215233,-0.6377305613273676,-0.7734607484986893,0.05019337228063917,-0.9818393762585371,0.8207559156694186,-0.9681231013059501,-0.8401667127848529,-1.0590961627801565,1.9325342705081319,7.602513504464053,8.118455590613738,1.9709199072354797,0.774914554913987,0.02197329596321629
6,1.5792128155073915,3.606022241028649,0.0012054753622242368,0.24060719398437003,-0.06600765957278476,0.1564630927628837,1.9397164337659665,7.154229739893101,-3.021125702470167,-0.23303375786873753,0.8703475297737224,-0.5476522368311463,0.14943099690750872,0.23578349293031742,1.3813404880905695,1.0415676766728141,2.0827947901878403,7.457479546993461,6.14432053033665,1.9854325615345543,0.2862782230818843,-1.8399922494136325
7,0.7674347291529088,1.8524553591468023,-0.8170886310681906,0.8605252676671985,-0.28340203216671256,0.06309810231401158,1.7830988680338438,5.791778002281078,1.7121544628304433,0.8714849999038234,0.9855004574957119,0.09209628232808709,-0.12302021651784134,-0.14061063964891093,-0.026825677749230614,-1.0797184077827517,1.4743624307041558,4.0413012758263775,1.197718025125002,0.0070715665089334245,1.8044489719871246,-0.2660636557620032
8,-0.4694743859349521,-0.41417241421023665,0.6592456684324051,-0.7771458099212735,-1.700416631992065,2.472782170928716,-1.2115758447053913,-1.91346754935547,-2.06751420998856,-0.7481046371971687,0.27300199415091525,-0.7010395760865851,0.045298174644505806,-0.21173022290968918,-0.00659243475815785,-1.2074652396602685,1.0634686523475896,2.2842876864489585,6.8575585542099065,1.9561210145473817,-0.09844531417674846,-2.4857949122861833
9,0.5425600435859647,0.8175024813916454,0.9375701376265584,-2.110702601162056,-1.575358585810131,2.2693813916834737,1.5014529596030428,2.6130915087072326,-2.8657318303083765,-0.22097582514296357,0.9725856158239892,-0.39598754239030887,0.5453925010682261,0.5972907003773757,1.9063493568015373,0.8430866014794954,2.438858950941618,10.781107543093828,9.843348764659332,2.1823815938799465,1.3430080837361311,-0.5855215618957392
10,-0.46341769281246226,-0.26813835280776166,-1.6075598643689741,3.1683016343683628,1.3498900784750982,1.7433791996595556,0.8179745456467389,1.3443813153359807,0.9657173689939009,0.5577272726972833,0.2815673463734653,-1.116991910960768,0.6400104182983979,-0.6226559002992487,1.7884660129455137,1.2416646571894465,1.4847969730177084,5.209676792101227,9.065287387514298,2.4483387632753058,0.8741140818178601,0.8551890533928274
11,-0.46572975357025687,-0.832659704794314,-0.7627247785662142,2.1883478809035237,-1.040720191173639,0.6043303257442617,-0.1846137447723537,0.0454770279855419,1.7211914597305515,0.9015316590030777,0.6916315710382474,0.7383185083816646,-0.8441687234371313,-0.9411252404235714,-0.5658692665206244,-0.9510430760793,2.984070389893575,20.03950438772806,8.729522201768175,2.031437737135868,0.7354432862041588,0.44726655825106904
12,0.24196227156603412,1.521554979444701,-0.7691423497872982,0.8947029152824715,-1.2201669140054778,1.2670987006266812,0.16244397729891613,0.7198626379873829,1.9718465885890817,1.0961610055734345,0.7824522612617076,0.43838230475121637,-1.437026546435387,2.3465547997170932,-1.4376834853476708,-0.8775686386088897,1.3713617228041324,4.010859915400478,3.0914845182475745,1.0582766429017707,-2.01149132546182,-0.5948203104540761
13,-1.913280244657798,-4.17115439836038,-0.9399031011088647,1.1812471096612338,0.019645805000557015,0.19608505910712387,1.3984006999298324,2.604588729001566,-0.04078300813850477,0.02956076733137853,0.9405618578926136,0.12389890199009988,-1.373463275237925,-1.920496746820793,-0.6973330708876238,-1.179774762175466,0.20400085094273213,0.8980107152926948,7.5328029468946065,2.2084050173515166,0.9291895615477108,0.040798218223812355
